iog,cog,fog,mmd,dpp,viol,seed,problem_id,model_id,n_samples,sigma
14597924.180987738,14046664.181507122,-0.4759122806936012,0.052086215292737464,3.384637500236819e-11,0.48,1,beams2d,cgan_cnn_2d,50,10.0
